date,year,venue,venue_eng,event,event_eng,country,genre,genre_eng,artform,artform_eng,performers,performers_eng,conductor,conductor_eng,crew,crew_eng
8/29/1997,1997,Stoa,Stoa,Pyhän Teresan hääyö - miimi- ja pantomiimisoolo,St. Teresa's Wedding Night - mime and pantomime solo,CHE,tanssi,dance,,,tanssi Maya Tångeberg-Grischin,danced by Maya Tångeberg-Grischin,,,"Maya Tångeberg-Grischin, koreografi ","Maya Tångeberg-Grischin, choreographer "
8/29/1997,1997,Aleksanterin teatteri,Alexander Theater,Raivoisat Ruusut | Ritva Siikala: Elämänkevät!,Raging Roses | Ritva Siikala: Spring of life!,FIN,teatteri,theater,,,"näyttelijät Eeva-Kaarina Volanen, Kirsi Ylijoki, Juha Veijonen
musiikki Pirjo Bergström","Actors Eeva-Kaarina Volanen, Kirsi Ylijoki, Juha Veijonen
music by Pirjo Bergström",,,"Ritva Siikala, ohjaaja ","Ritva Siikala, director "
8/29/1997,1997,Huvila,Huvila,"Tenorland: Jimi Tenor, DJ Abacus, DJ Maurice Fulton, MC Nahila","Tenorland: Jimi Tenor, DJ Abacus, DJ Maurice Fulton, MC Nahila",FIN,musiikki,music,"Elektroninen, jazz","Electronic, jazz",,,,,,
8/29/1997,1997,Savoy-teatteri,The Savoy Theatre,UMO Jazz Orchestra ,UMO Jazz Orchestra ,FIN,musiikki,music,jazz,jazz,"laulusolistit Kate Westbrook, John Winfield","vocal soloists Kate Westbrook, John Winfield","Mike Westbrook, kapellimestari ","Mike Westbrook, conductor ",,
8/30/1997,1997,Tavastia,Things to do,Jatkoklubi | Tango-oratoriojatkot: Kauko Röyhkä,Extension club | Tango oratorio continuations: Kauko Röyhkä,FIN,musiikki,music,rock,rock,,,,,,
8/30/1997,1997,Huvila,Huvila,"M.A, Numminen: Pohjoinen tango-oratorio, Avanti!","M.A, Numminen: Northern tango oratorio, Avanti!",FIN,musiikki,music,"Tango, pop","Tango, pop","Kai Gideon, Ritva-Liisa Korhonen, Raimo Sirkiä, Laura Voutilainen
","Kai Gideon, Ritva-Liisa Korhonen, Raimo Sirkiä, Laura Voutilainen
","Riku Niemi, Avanti!-johtaja
Hannu Lintu, kuoron johtaja","Riku Niemi, Avanti! director
Hannu Lintu, director of the choir",,
8/30/1997,1997,Ateneumin taidemuseo,Ateneum Art Museum,Multimediakonsertti Ernst Mether-Borgströmin näyttelyn yhteydessä,Multimedia concert in connection with Ernst Mether-Borgström's exhibition,FIN,musiikki,music,klassinen,classic,Sibelius-Akatemian kamariorkesteri,Sibelius Academy Chamber Orchestra,"Atso Almila, kapellimestari 
Otto Romanowski, tietokonegrafiikka 
Tapio Takala, ohjelmointi ","Atso Almila, conductor 
Otto Romanowski, computer graphics 
Tapio Takala, programming ",,
8/31/1997,1997,Saksalainen kirkko,German Church,"Luolajan-Mikkola, Suihkonen & Mustonen","Luolajan-Mikkola, Suihkonen & Mustonen",FIN,musiikki,music,klassinen,classic,"viola da gamba Markku Luolajan-Mikkola, Mika Suihkonen
cembalo/harpsichord Elina Mustonen","viola da gamba Markku Luolajan-Mikkola, Mika Suihkonen
harpsichord/harpsichord Elina Mustonen",,,,
8/31/1997,1997,Huvila,Huvila,Soulsunnuntai: Eternal Erection,Soulsunnuntai: Eternal Erection,FIN,musiikki,music,"Soul, funk","Soul, funk",,,,,,
8/31/1997,1997,Huvila,Huvila,"Soulsunnuntai: Niko Ahvonen & Cortina Jets, Fabulettes, Ona Kamu","Soulsunnuntai: Niko Ahvonen & Cortina Jets, Fabulettes, Ona Kamu",FIN,musiikki,music,soul,soul,,,,,,
8/31/1997,1997,Huvila,Huvila,Soulsunnuntai: Sami Saari & Cosmo Sonic,Soulsunnuntai: Sami Saari & Cosmo Sonic,FIN,musiikki,music,soul,soul,,,,,,
8/31/1997,1997,Huvila,Huvila,Soulsunnuntai: Ufo Mustonen & Radio Sexual,Soul Sunday: Ufo Mustonen & Radio Sexual,FIN,musiikki,music,soul,soul,,,,,,
9/1/1997,1997,Huvila,Huvila,Cesaria Evora,Caesarea Evora,CPV,musiikki,music,"World, folk, fado","World, folk, fado",,,,,,
9/1/1997,1997,Savoy-teatteri,The Savoy Theatre,Compania Tango: Perfumes de tango,Tango Company: Tango Perfumes,ARG,tanssi,dance,,,,,"Daniel Binelli, soolobandoneón ja orkesterin johto ","Daniel Binelli, solo bandoneón and orchestra leader ","Miguel Angel Zotto & Milena Plebs, koreografia ","Miguel Angel Zotto & Milena Plebs, choreography "
9/1/1997,1997,Johanneksen kirkko,John's Church,Junge Deutsche Philharmonie,Young German Philharmonic,GER,musiikki,music,klassinen,classic,sopraano Pamela Coburn,soprano Pamela Coburn,"Rudolf Barshai, kapellimestari ","Rudolf Barshai, conductor ",,
9/1/1997,1997,Huvila,Huvila,"Leikarit, Taljanka","Play, Taljanka",FIN,musiikki,music,kansanmusiikki,folk music,,,,,,
9/2/1997,1997,Sibelius-akatemia,Sibelius Academy,Ictus Piano-Percussion Quartet,Beat Piano-Percussion Quartet,BEL,musiikki,music,klassinen,classic,Radion kokeilustudio,Radio experimental studio,,,,
9/2/1997,1997,Huvila,Huvila,Maria Kalaniemi & Aldargaz,Maria Kalaniemi & Aldargaz,FIN,musiikki,music,kansanmusiikki,folk music,mukana myös Kimmo Pohjonen,including Kimmo Pohjonen,,,,
9/3/1997,1997,Tavastia,Things to do,"Jatkoklubi | Levellers-jatkot: Rasmus, Dj:t Bunuel, Juhis, Tweed","Extension club | Levellers-jatkot: Rasmus, Dj:t Bunuel, Juhis, Tweed",FIN,musiikki,music,"elektroninen, rock","electronic, rock",,,,,,
9/3/1997,1997,Huvila,Huvila,Popmonks & Severi Pyysalo ,Popmonks & Severi Pyysalo ,FIN,musiikki,music,"Pop, rock","Pop, rock",,,,,,
9/3/1997,1997,Ateneumin taidemuseo,Ateneum Art Museum,South Bank Show -dokumentti & Mahabharata,South Bank Show - document & Mahabharata,GBR,elokuva,movie,,,,,,,,
9/3/1997,1997,Sibelius-akatemia,Sibelius Academy,Tapiola Sinfonietta,Tapiola Sinfonietta,FIN,musiikki,music,klassinen,classic,,,"Liana Isakadze, kapellimestari ","Liana Isakadze, conductor ",,
9/3/1997,1997,Huvila,Huvila,The Levellers,The Levellers,GBR,musiikki,music,"Rock, folk, punk","Rock, folk, punk",,,,,,
9/3/1997,1997,Stoa,Stoa,Virpi Pahkinen: Salamandrar,Virpi Pahkinen: Salamandrar,FIN,tanssi,dance,,,lyömäsoittimet Niklas Brommare,percussion instruments Niklas Brommare,,,"Virpi Pahkinen, koreografi ","Virpi Pahkinen, choreographer "
9/4/1997,1997,Tavastia,Things to do,"Jatkoklubi | Rinneradio-jatkot: Rinneradio, Giant Robot, Dj Borzin","Extension club | Rinneradio sequels: Rinneradio, Giant Robot, Dj Borzin",FIN,musiikki,music,elektroninen,electronic,,,,,,
9/4/1997,1997,Huvila,Huvila,"Rinneradio in Db, lämppärinä Nits","Rinneradio in Db, as a heater Nits",FIN,musiikki,music,"Elektroninen, world, rock","Electronic, world, rock","Tapani Rinne, Jari Kokkonen, Kimmo Kajasto, hollantilaisesta Nits-yhtyeestä Henk Hofstede ja Rob Cloet, lyömäsoittajat Abdissa ”Mamba” Assefa ja Samuli Kosminen, joikaaja Wimme Saari, haitaristi Kimmo Pohjonen, rumpali Edward Vesala","Tapani Rinne, Jari Kokkonen, Kimmo Kajasto, Henk Hofstede and Rob Cloet from the Dutch band Nits, percussionists Abdissa ""Mamba"" Assefa and Samuli Kosminen, violinist Wimme Saari, accordionist Kimmo Pohjonen, drummer Edward Vesala",,,,
9/4/1997,1997,Aleksanterin teatteri,Alexander Theater,Théâtre Vidy-Lausanne | Samuel Beckett: Oh ! Les beaux jours,Vidy-Lausanne Theater | Samuel Beckett: Oh! The beautiful days,FRA,teatteri,theater,,,"näyttelijät Natasha Parry, Jean-Claude Perrin","Starring Natasha Parry, Jean-Claude Perrin",,,"Peter Brook, ohjaaja ","Peter Brook, director "
9/4/1997,1997,Sibelius-akatemia,Sibelius Academy,Uusi Helsinki -kvartetti,New Helsinki Quartet,FIN,musiikki,music,klassinen,classic,,,,,,
9/5/1997,1997,Huvila,Huvila,Brasilia-ilta: Egberto Gismonti Trio,Brasilia-ilta: Egberto Gismonti Trio,BRA,musiikki,music,"Jazz, world","Jazz, world",,,,,,
9/5/1997,1997,Huvila,Huvila,Brasilia-ilta: Vinicius Cantuária Quartet,Brasilia-ilta: Vinicius Cantuária Quartet,BRA,musiikki,music,jazz,jazz,,,,,,
9/5/1997,1997,Kulttuuritalo,Culture House,Helsinki Filharmonia,Helsinki Philharmonic,FIN,musiikki,music,klassinen,classic,"solisti Krystian Zimerman (piano) peruuntunut, tilalla Vadim Repin","soloist Krystian Zimerman (piano) cancelled, replaced by Vadim Repin","Grzegorz Nowak, kapellimestari ","Grzegorz Nowak, kapellimestari ",,
9/6/1997,1997,Helsingin kaupunginteatteri,Helsinki City Theatre,Ballett Frankfurt,Ballett Frankfurt,GER,tanssi,dance,,,,,,,"William Forsythe, koreografi ","William Forsythe, choreographer "
9/6/1997,1997,Savoy-teatteri,The Savoy Theatre,"Henri-Georges Clouzot: Herbert von Karajan ja johtamisen taide, elokuvasarja","Henri-Georges Clouzot: Herbert von Karajan and the Art of Management, film series",FRA,elokuva,movie,,,,,,,,
9/6/1997,1997,Huvila,Huvila,Mustalaisviulujen yö: Roby Lakatos & Orchestre Tzigane feat. Vadim Repin,Night of Gypsy Violins: Roby Lakatos & Orchester Tzigane feat. Vadim Repin,HUN,musiikki,music,"Folk, jazz","Folk, jazz",,,,,,
9/7/1997,1997,Huvila,Huvila,"Adiemus: Tapiola Sinfonietta & Suomi 75 -orkesteri, Adiemus Singers","Adiemus: Tapiola Sinfonietta & Suomi 75 Orchestra, Adiemus Singers",FIN,musiikki,music,"Klassinen, new age","Classic, new age","solistit Pamela Thorby, Miriam Stockley","soloists Pamela Thorby, Miriam Stockley","Karl Jenkins, johtaja","Karl Jenkins, Director",,
8/21/1998,1998,Finlandia-talo,Finlandia House,Avajaismaraton: Tampereen kaupunginorkesteri & Helsingin kaupunginorkesteri,Opening marathon: Tampere City Orchestra & Helsinki City Orchestra,FIN,musiikki,music,klassinen,classic,"piano Antti Siirala
piano Janne Mertanen
piano Henri Sigfridsson
piano Valeria Resian, Laura Mikkola","piano Antti Siirala
piano Janne Mertanen
piano Henri Sigfridsson
piano Valeria Resian, Laura Mikkola","John Storgårds & Aleksander Lazarev, kapellimestarit
","John Storgårds & Aleksander Lazarev, conductor
","Rahmaninov: Pianokonsertto 1
Tšaikovski: Sinfonia 4

Rahmaninov: Pianokonsertto 2
Tšaikovski: Sinfonia 5

Rahmaninov: Pianokonsertto 3
Tšaikovski: Sinfonia 6

Rahmaninov: Pianokonsertto 4
Rahmaninov: Rapsodie sur un thème de Paganini","Rachmaninov: Piano Concerto 1
Tchaikovsky: Symphony 4

Rachmaninoff: Piano Concerto 2
Tchaikovsky: Symphony 5

Rachmaninoff: Piano Concerto 3
Tchaikovsky: Symphony 6

Rachmaninov: Piano Concerto 4
Rachmaninov: Rapsodie sur un thème de Paganini"
8/21/1998,1998,Svenska Teatern,Swedish Theatre,Festin d'oreille / Korvien pidot,Festin d'oreilles / Feasts of the ears,FRA,"musiikki, ruoka","music, food",,,"keittiömestarit Philippe Chavent & Daniel Ancel
muusikot Jean-Francois Baez, Jean Mereu, Christian Rollet & Guy Villerd","chefs Philippe Chavent & Daniel Ancel
musicians Jean-Francois Baez, Jean Mereu, Christian Rollet & Guy Villerd",,,,
8/21/1998,1998,Huvila,Huvila,Goldie Live,Goldie Live,GBR,musiikki,music,"Jungle, elektroninen, dance","Jungle, electronic, dance",,,,,,
8/21/1998,1998,Juttutupa,Chat room,Huvilan jatkoklubi ,Extension club of the villa ,,musiikki,music,,,"21.8. DJ Wilma
22.8. DJ:t Sami ja Aija
25.8. Dj Aki Sirkesalo
26.8. Dj Ali Baba","21.8. DJ Wilma
22.8. DJs Sami and Aija
25.8. DJ Aki Sirkesalo
26.8. Dj Ali Baba",,,,
8/21/1998,1998,Valokuvagalleria Hippolyte,Photo gallery Hippolyte,Paul Graham,Paul Graham,GBR,kuvataide,visual arts,,,,,,,,
8/21/1998,1998,Stoa,Stoa,ToF,ToF,FIN,tanssi,dance,,,,,,,"Ismo-Pekka Heikinheimo, koreografi 
Simon Le Roux, lavastaja 
Tomi Humalisto, valosuunnittelija ","Ismo-Pekka Heikinheimo, choreographer 
Simon Le Roux, set designer 
Tomi Humalisto, Lighting designer "
8/21/1998,1998,Suomenlinna,Suomenlinna,Viapori 1906 - Balladi kapinasta,Viapori 1906 - Ballad about rebellion,FIN,teatteri,theater,,,"Esiintyjinä Vesa Vierikko, Pertti Sveholm, Eppu Salminen, Ilkka Heiskanen ja Matti Järvinen","Performers Vesa Vierikko, Pertti Sveholm, Eppu Salminen, Ilkka Heiskanen and Matti Järvinen",,,"Arto af Hällström, ohjaaja
Paavo Rintala, kirjailija","Arto af Hällström, director
Paavo Rintala, writer"
8/22/1998,1998,Huvila,Huvila,Apocalyptica,Apocalyptica,FIN,musiikki,music,"Rock, klassinen, heavy","Rock, classical, heavy",,,,,,
8/22/1998,1998,Helsingin Taidehalli,Helsinki Art Gallery,Christian Boltanski - Elokuun yö,Christian Boltanski - August night,FRA,kuvataide,visual arts,,,,,,,,
8/22/1998,1998,Galleria Sculptor,Gallery Sculptor,Constantin Brancusi,Constantin Brancusi,ROU,kuvataide,visual arts,,,,,,,,
8/22/1998,1998,Huvila,Huvila,HIM,HIM,FIN,musiikki,music,"Rock, heavy","Rock, heavy",,,,,,
8/22/1998,1998,Finlandia-talo,Finlandia House,Radion sinfoniaorkesteri,Radio Symphony Orchestra,FIN,musiikki,music,klassinen,classic,sopraano Camilla Nylund,soprano Camilla Nylund,"Mikko Franck, kapellimestari ","Mikko Franck, conductor ",,
8/22/1998,1998,Q-teatteri,Q Theater,"Satire-teatteri: Tanja, Tanja","Satire Theater: Tanja, Tanja",RUS,teatteri,theater,,,,,,,"Vladimir Tumanov, ohjaaja
Olja Muhina, kirjailija","Vladimir Tumanov, director
Olja Muhina, writer"
8/22/1998,1998,Suomenlinna,Suomenlinna,Uusi Helsinki -kvartetti: Bartókin jousikvartetot,New Helsinki Quartet: Bartók's string quartets,FIN,musiikki,music,klassinen,classic,,,,,,
8/23/1998,1998,Finlandia-talo,Finlandia House,Euroopan kamariorkesteri: Sibeliuksen sinfoniat,European Chamber Orchestra: Sibelius' symphonies,GBR,musiikki,music,klassinen,classic,,,"Paavo Berglund, kapellimestari ","Paavo Berglund, conductor ",,
8/23/1998,1998,Huvila,Huvila,"Perhepäivä: Vantaan Ooppera - Pikku Taikahuilu, Tanssiteatteri Hurjaruuthin puistosirkus, jonglööri Micke Rejström","Family day: Vantaa Opera - Little Magic Flute, Dance Theater Hurjaruuthi park circus, juggler Micke Rejström",FIN,"musiikki, sirkus","music, circus","Klassinen, lastenmusiikki","Classical, Children's music",Jaakko Ryhänen,Jaakko Ryänen,Kari Heiskasen ohjaus,Directed by Kari Heiskanen,,
8/25/1998,1998,Kesäkino Engel,Summer cinema Engel,Hiekkamorsian,Sand bride,FIN,elokuva,movie,,,,,,,,
8/25/1998,1998,Galleriat ympäri Helsinkiä,Galleries around Helsinki,Lumottu tie,Lumotto tie,,kuvataide,visual arts,,,,,,,,
8/25/1998,1998,Huvila,Huvila,Matti Raekallio,Matti Raekallio,FIN,musiikki,music,Klassinen,Classic,,,,,,
8/25/1998,1998,Huvila,Huvila,Ultra Bra,Ultra Good,FIN,musiikki,music,"Pop, rock","Pop, rock",,,,,,
8/26/1998,1998,Finlandia-talo,Finlandia House,European Union Youth Orchestra,European Union Youth Orchestra,GBR,musiikki,music,klassinen,classic,sopraano Solveig Kringlebotn (esiintyi peruuntuneen Barbara Bonneyn tilalla),soprano Solveig Kringlebotn (appeared in place of the canceled Barbara Bonney),"Vladimir Ashkenazy, kapellimestari ","Vladimir Ashkenazy, conductor ",,
8/26/1998,1998,Zodiak,Zodiac,Lumous - valon paino,Enchantment - weight of light,FIN,tanssi,dance,,,"tanssijat Maijeli Liikanen & Jukka Perkiö
musiikki Ari Taskinen","dancers Maijeli Liikanen & Jukka Perkiö
music by Ari Taskinen",,,"Maijeli Liikanen, koreografi 
Kari Petäjä, lavastus ","Maijeli Liikanen, choreographer 
Kari Petäjä, set design "
8/26/1998,1998,Huvila,Huvila,Natacha Atlas,Natacha Atlas,BEL,musiikki,music,"World, etno","World, ethno",,,,,,
8/26/1998,1998,Huvila,Huvila,Sanna Kurki-Suonio,Sanna Kurki-Suonio,FIN,musiikki,music,kansanmusiikki,folk music,,,,,,
8/27/1998,1998,Kaapelitehdas,Cable factory,Anomalie - Cirque Compagnie: Le cri du caméléon - Kameleontin huuto,Anomaly - Circus Company: The cry of the chameleon - Kameleontin huuto,FRA,sirkus,circus,,,,,,,"Josef Nadj, ohjaaja ja koreografi ","Josef Nadj, director and choreographer "
8/27/1998,1998,Senaatintori,Senate Square,Makujen piazza,The Piazza of Flavors,,kaupunkitapahtuma,city ​​event,,,"ruuan lisäksi musiikkia ja elokuvia (esim. Umpikuja, Jäniksen vuosi, Lauantai-illan huumaa)","in addition to food, music and movies (e.g. Dead End, Year of the Hare, Saturday Night's Drug)",,,,
8/27/1998,1998,,,Taiteiden yö,Night of the Arts,,kaupunkitapahtuma,city ​​event,,,,,,,,
8/27/1998,1998,Huvila,Huvila,Taiteiden yö: Kähärä!,Night of the arts: Kähärä!,FIN,musiikki,music,"Pop, kansanmusiikki, world","Pop, folk music, world","Eija Ahvo, Pirjo Aittomäki, Kristiina Elstelä, Susanna Haavisto, Maija Hapuoja, Mervi Hiltunen, Hanna Kaila, Kaija Kärkinen, Säde Rissanen, Anneli Saaristo, Miia Simanainen, Sinikka Sokka, Ulla Tapaninen, Riikka Väyrynen, How Many Sisters, Superdames","Eija Ahvo, Pirjo Aittomäki, Kristiina Elstelä, Susanna Haavisto, Maija Hapuoja, Mervi Hiltunen, Hanna Kaila, Kaija Kärkinen, Säde Rissanen, Anneli Saaristo, Miia Simanainen, Sinikka Sokka, Ulla Tapaninen, Riikka Väyrynen, How Many Sisters, Superdames",,,,
8/28/1998,1998,Huvila,Huvila,PERUUNTUNUT: Cornershop,CANCELED: Cornershop,GBR,musiikki,music,rock,rock,,,,,,
8/28/1998,1998,Finlandia-talo,Finlandia House,Radion sinfoniaorkesteri,Radio Symphony Orchestra,FIN,musiikki,music,klassinen,classic,mezzosopraano Susan Graham,mezzo-soprano Susan Graham,"Jukka-Pekka Saraste, kapellimestari ","Jukka-Pekka Saraste, conductor ",,
8/28/1998,1998,Huvila,Huvila,Ultra Bra (esiintyi peruuntuneen Cornershopin tilalla),Ultra Bra (appeared in place of the canceled Cornershop),FIN,musiikki,music,"Pop, rock","Pop, rock",,,,,,
8/29/1998,1998,Huvila,Huvila,Cubanismo!,Cubanism!,CUB,musiikki,music,"Latin, salsa, jazz","Latin, salsa, jazz",trumpetisti Jesús Alemañyn johtajama orkesteri,an orchestra led by trumpeter Jesús Alemañy,,,,
8/29/1998,1998,Huvila,Huvila,The Neff Irizarry Group,The Neff Irizarry Group,CUB/USA/FIN,musiikki,music,"Latin, jazz","Latin, jazz",,,,,,
8/30/1998,1998,Temppeliaukion kirkko,Temple square church,Avanti!,After you!,FIN,musiikki,music,klassinen,classic,mezzosopraano Monica Groop,mezzo-soprano Monica Groop,"Hannu Lintu, kapellimestari ","Hannu Lintu, conductor ",,
8/30/1998,1998,Suomenlinna,Suomenlinna,Bach ja pojat,Bach and Sons,FIN,musiikki,music,klassinen,classic,"flauto traverso Petra Aminoff & Jari S. Puhakka
fortepiano Tuija Hakkila
cembalo Aapo Häkkinen & Annamari Pölhö
barokkisello Anssi Karttunen
baritoni Petteri Salomaa","flauto traverso Petra Aminoff & Jari S. Puhakka
fortepiano Tuija Hakkila
harpsichord Aapo Häkkinen & Annamari Pölhö
baroque cello Anssi Karttunen
baritone Petteri Salomaa",,,,
8/30/1998,1998,Tavastia,Things to do,Cubanismo! (lisäkonsertti),Cubanismo! (additional concert),CUB,musiikki,music,"Latin, salsa, jazz","Latin, salsa, jazz",trumpetisti Jesús Alemañyn johtajama orkesteri,an orchestra led by trumpeter Jesús Alemañy,,,,
8/30/1998,1998,Huvila,Huvila,Tango Kings feat. Iiro Rantala,Tango Kings feat. Iiro Rantala,USA,musiikki,music,tango,tango,,,,,,
8/30/1998,1998,Huvila,Huvila,Trio Töykeät,Trio Rude,FIN,musiikki,music,jazz,jazz,,,,,,
8/31/1998,1998,Huvila,Huvila,Suomen kansallisoopperan orkesteri,Orchestra of the Finnish National Opera,FIN ,musiikki,music,klassinen,classic,mezzosopraano Ning Liang,mezzo-soprano Ning Liang,"Okko Kamu, kapellimestari ","Okko Kamu, conductor ",,
8/31/1998,1998,Kaapelitehdas,Cable factory,Transes formation,Trance training,FRA,tanssi,dance,,,"Tanssiryhmä
L'Orchestre de contrebasses","Dance group
L'Orchestre de contrebasses",,,"Philippe Blanchard, koreografi ","Philippe Blanchard, choreographer "
9/1/1998,1998,Orion,Orion,Georg Wilhelm Pabstin mykkäelokuvien sarja,A series of silent films by Georg Wilhelm Pabst,AUT,elokuva,movie,,,,,,,,
9/1/1998,1998,Huvila,Huvila,InTime Quintet,InTime Quintet,FIN,musiikki,music,"Tango, jazz","Tango, jazz",,,,,,
9/1/1998,1998,Temppeliaukion kirkko,Temple square church,Tapiola Sinfonietta,Tapiola Sinfonietta,FIN,musiikki,music,klassinen,classic,"viulu Elisabeth Batiashvili, Jaakko Kuusisto & Pekka Kuusisto","violin Elisabeth Batiashvili, Jaakko Kuusisto & Pekka Kuusisto","Olli Mustonen, kapellimestari ","Olli Mustonen, conductor ",,
9/1/1998,1998,Huvila,Huvila,Turtle Island String Quartet,Turtle Island String Quartet,USA,musiikki,music,"Jazz, rock","Jazz, rock",,,,,,
9/2/1998,1998,Stoa,Stoa,Euforioita,Euphoria,FIN,tanssi,dance,,,tanssija Tiina Huczkowski,dancer Tiina Huczkowski,,,"Tiina Huczkowski, koreografi ","Tiina Huczkowski, choreographer "
9/2/1998,1998,Huvila,Huvila,Jazz Jamaica,Jazz Jamaica,GBR,musiikki,music,"Jazz, reggae","Jazz, reggae",,,,,,
9/2/1998,1998,Huvila,Huvila,Jing & Jangsters,Jing & Jangsters,FIN,musiikki,music,"Ska, reggae","Ska, reggae",,,,,,
9/3/1998,1998,Huvila,Huvila,Elävien runoilijoiden ilta,An evening of living poets,FIN,runous,poetry,,,"Runoilijat Lauri Otonkoski (peruuntuneen Edouard Glissantin tilalla), Inger Christensen, Bernard Noel, Ilpo Tiihonen, Pentti Holappa, Anni Sumari","Poets Lauri Otonkoski (replacing the canceled Edouard Glissant), Inger Christensen, Bernard Noel, Ilpo Tiihonen, Pentti Holappa, Anni Sumari",,,,
9/3/1998,1998,Finlandia-talo,Finlandia House,Helsingin kaupunginorkesteri,Helsinki City Orchestra,FIN,musiikki,music,klassinen,classic,"huilu Patrick Gallois
baritoni Sergei Leiferkus
Ylioppilaskunnan laulajat","flute Patrick Gallois
baritone Sergei Leiferkus
Student union singers","Leif Segerstam, kapellimestari ","Leif Segerstam, conductor ",,
9/3/1998,1998,Suomen kansallisooppera,Finnish National Opera,Orfeus & Eurydike,Orpheus & Eurydice,FIN,"musiikki, teatteri","music, theater","klassinen, ooppera","classical, opera","solistit Riikka Rantanen (Orfeus) & Tanja Kauppinen (Eurydike)
Kuudennen kerroksen orkesteri & kuoro
","soloists Riikka Rantanen (Orpheus) & Tanja Kauppinen (Eurydike)
Sixth floor orchestra & choir
","Anssi Mattila, kapellimestari 
Christoph Willibald Gluck, säveltäjä ","Anssi Mattila, conductor 
Christoph Willibald Gluck, composer ","Ville Sandqvist, ohjaaja 
Carolus Enckell, lavastaja ","Ville Sandqvist, director 
Carolus Enckell, set designer "
